,title,main
93,"'5조 규모' 넥슨 지주사 NXC 지분, 1차 공매 유찰","유족 상속세 물납 지분…25~26일 2차 공매지분 취득 시에도 경영권 행사 어려워



경기도 성남시 분당구 넥슨 사옥의 모습. 2022.3.2/뉴스1 ⓒ News1 김명섭 기자(서울=뉴스1) 손엄지 기자 = 고(故) 김정주 넥슨 창업주의 가족이 상속세로 내놓은 넥슨 지주회사 NXC의 지분 4조7000억원어치의 공개 매각(공매)이 유찰됐다. 22일 한국자산관리공사(캠코) 온라인공매시스템(온비드)에 따르면 NXC 지분 29.3%의 1차 공매가 유찰됐다. 이번 입찰은 18~19일 최고가 경쟁 방식으로 진행됐는데 입찰자는 없었다. 이번 공매 대상인 NXC 지분은 지난 2022년 김 창업주 사망 이후 재산을 물려받은 유족이 상속세 대신 물납한 것이다. 상속재산이 10조원대에 이르면서, 유가족은 6조원가량의 상속세를 내야했다. 유가족은 이를 대신해 NXC 지분 29.3%(85만1968주)를 국가에 납부했다. 최초 감정가는 4조7149억원으로, 역대 물납한 국세 중 최대 규모다. 1차 입찰에서 낙찰자가 나오지 않으면서 이달 25~26일 2차 입찰을 진행한다. 공매 유찰 시 가격이 낮아지는 게 일반적이지만 2회차에서도 최저가는 동일하게 유지된다. NXC 지분 매각은 쉽지 않을 것으로 보인다. 한 번에 5조원의 자금을 풀 수 있는 기업은 많지 않다. 잠재적 지분 매수자로 거론되던 중국 최대 게임 기업 텐센트와 사우디아라비아의 국부펀드 퍼블릭인베스트먼트펀드(PIF)도 입찰에 참여하지 않았다.김 창업주의 배우자인 유정현 사내이사(34%)를 비롯해 김정민(17.49%)·김정윤(17.49%) 등 두 딸, 와이즈키즈(1.72%)까지 유가족 보유분이 70%에 이르기 때문에 2대 주주로 올라서더라도 경영권에 손을 대기 어렵다.   정부가 '통매각'을 원하는 것도 구매자를 찾기 어려운 이유 중 하나다. 2차까지 유찰되면 수의계약으로 전환할 가능성도 있다. 상대방을 임의로 선택해 매각하는 방식이다. 경쟁입찰의 최저 입찰가보다 높은 금액으로 제안한 곳과 계약을 체결하는 방식이다.이마저도 쉽지 않다면 기재부가 매각 조건을 다시 설정해야 한다. 주식의 가격을 인하하거나 시장 상황에 따라 재공매에 나설 수 있다. 유족이 지분을 다시 사들이는 것도 어렵다. 애초에 증여세 부담으로 지분을 내놓은 데다 다시 지분을 사들이려면 물납가액 평가 금액 이상으로 되사야 한다."
94,"이스트소프트, 대구은행에 'AI 은행원' 공급","내년 키오스크와 입·출금 자동과기기에 탑재이스트소프트(대표 정상원)는 DGB대구은행에 인공지능(AI) 은행원 '한아름'을 공급한다고 22일 밝혔다.한아름은 이스트소프트의 AI 휴먼 기술에 챗GPT를 결합한 형태다. 이를 통해 대화형 서비스를 제공한다. 회사는 한아름에 AI 페르소나 기술을 접목함으로써 대면 서비스와 유사한 품질을 제공한다는 입장이다.한아름은 내년부터 대구은행에서 서비스를 제공한다. 키오스크 및 입·출금 자동화기기 등에 탑재된 형태로 고객을 맞이한다. 다국어 발화가 가능한 만큼 국내 서비스뿐 아니라 대구은행 해외 서비스에도 활용될 예정이다.



AI 은행원 한아름 이미지. (사진=이스트소프트)앞서 대구은행은 이달 1일 사내 방송 및 직원 교육 프로그램 등에 한아름을 시범 적용한 바 있다. 지난달에는 '대한민국 ICT 융합 엑스포'에서 키오스크에 탑재된 형태로 디지털 금융 서비스 교육을 진행해 노인 및 어린이 등 금융 취약계층의 정보접근성 향상을 위한 서비스를 시연하기도 했다.정상원 이스트소프트 대표는 ""한아름이 대구은행의 금융 디지털화에 속도를 높이는 데 크게 기여할 것으로 기대한다""며 ""대화형 AI 휴먼 사업을 더욱 활발히 전개해 나갈 계획이다""고 전했다."
95,"네이버-한국은행, 금융·경제 디지털 혁신 추진","AI 금융·경제 분야로 활용 범위 확대한은 업무에 AI·클라우드 등 접목



네이버 제2사옥 1784. 사진제공=네이버[서울경제] 네이버는 한국은행과 22일 서울 중구 한국은행 사옥에서 첨단 정보기술(IT) 기반의 금융·경제 분야 혁신 도모를 위한 업무 협약을 체결했다고 22일 밝혔다. 이번 업무협약에 따라 네이버와 한국은행은 인공지능(AI) 언어모델의 활용 범위를 금융·경제 분야로 확대하는 데 협력한다. 아울러 네이버의 초대규모AI ‘하이퍼클로바X’를 활용해 한국은행이 보유한 다양한 자료를 검색·요약·추천해주는 대국민 서비스도 제공하겠다는 계획이다. 네이버는 AI, 빅데이터, 사물인터넷(IoT), 클라우드 등 첨단 IT 기술을 한국은행 업무에 접목해 생산성을 향상시키는 방안에 대해서도 협락한다.업무 협약식은 최수연 네이버 대표와 이창용 한국은행 총재 등이 참석했다. 최수연 네이버 대표는 “금융·경제 분야의 최전선에 있는 한국은행과 IT·플랫폼 기술의 최전선에 있는 네이버가 상호 협력을 통해 금융·경제 분야의 새로운 기술적 혁신을 도모하고, 나아가 국민들이 보다 편리하게 사용할 수 있는 서비스 개발까지 이어질 수 있도록 노력하겠다”고 말했다. 이창용 한국은행 총재는 “최근 디지털 기술의 놀랄만한 발전으로 디지털 경제로의 전환이 가속화되는 상황에서 네이버의 IT 기술력을 통해 한국은행의 정책·조사 역량을 한층 강화하고 대국민 서비스의 품질을 향상시킬 수 있을 것으로 기대한다”고 전했다."
96,과기정통부 내년 예산 18.6조…올해보다 1.6% 감소,"R&D 예산, 정부안 대비 6000억 늘었지만…올해 대비 14.7%↓



2024년도 과학기술정보통신부 예산이 총 18조5625억원으로 확정됐다. 국회 예산심의과정에서 정부안보다 2726억원 늘었지만, 올해보다는 1.6%(3061억원) 감소했다. 과기정통부는 21일 국회 본회의 의결을 통해 '2024년도 예산 및 기금운용계획'이 최종 결정됐다고 밝혔다.2024년도 과기정통부 예산 5대 중점 투자 분야는 △핵심 전략기술의 확보 △국제 협력·해외 진출 지원 △과학기술·디지털 인재 양성 △디지털 확산 △출연연 및 지역혁신 역량 제고 등이다. '핵심 전략기술 확보'를 위해 주력분야 초격차 기술우위 유지·12대 핵심전략기술분야에 대한 차세대 원천기술 확보 등에 2조4131억원이 투입된다. '국제협력·해외진출 지원' 분야에는 세계 최고 수준의 연구와 글로벌 인재 육성의 기회를 마련하고 디지털 기업의 해외 진출을 위해 1조1445억원을 지원한다. '과학기술·디지털 인재 양성'에는 신진연구자 성장을 지원하고 전략기술 분야 핵심 연구인력·실전형 디지털 인재 배출을 위해 2조8427억원을 투자한다. '디지털 확산을 위해서는 법률·의료 등 전문영역과 공공분야에 초거대AI(인공지능)를 접목해 국민 일상에 AI 혜택을 제공하는데 1조3046억원이 들어간다. '출연연 및 지역혁신 역량 제고'와 연구성과의 사업화 및 창업 지원 등에는 4조3813억원이 지원된다. 많은 관심을 모았던 정부 전체 R&D(연구·개발) 예산은 26조5000억원으로 확정됐다. 정부안 대비 6217억원 순증 됐지만, 올해 예산보다 14.7% 감소했다. 국회에서 증액된 R&D 예산은 △기초연구 지원(장학금·연구장려금 포함) 2078억원 △출연연의 안정적인 연구지원을 위한 예산 388억원 △기업 R&D 1782억원 △차세대·원천기술 개발 336억원 △첨단 연구장비 구축과 운영 434억원 등이다. 순증분은 대부분 R&D 예산 삭감에 따른 연구 현장의 고용불안 등 부작용 해소에 투입된다. 특히 현장에서 제기된 안정적 연구 수행 저해 우려를 해소하기 위해 기초연구 지원 부문에서 계속과제 예산이 1430억원 늘었다. 이를 통해 올해 대비 약 25%였던 계속과제  감소 규모는 10% 내외로 조정됐다. 연구자들의 안정적인 연구를 지원하는 연구자 주도 기초연구예산은 전년 대비 400억원 늘어난 2조6300억원 규모로 확정됐다. 이종호 과기정통부 장관은 ""정부안 제출 이후 연구 현장의 목소리에 귀 기울여 학생들을 비롯한 연구자들이 보다 안정적인 환경에서 연구할 수 있도록 노력해왔다""며 ""오늘 확정된 예산에 따라 앞으로도 학생과 연구자들이 연구 현장에서 어려움이 없도록 확인하고 제도적인 보완 노력도 계속해나갈 것""이라고 전했다."
97,과기정통부 내년 예산 18조6000억원 확정… 올해보다 1.6% 감소,"과기정통부 세종청사 현판.        과학기술정보통신부 내년 예산이 총 18조5625억원으로 확정됐다.21일 국회 본회의에서 의결된 과기정통부 내년 예산은 올해 18조8천686억원보다 3천61억원(1.6%) 줄었다.국회 예산심의과정에서 당초 정부안보다 2726억원 증가했다.주요 분야 예산별로 보면 12대 핵심전략기술 확보에 2조4131억원, 국제협력과 해외진출 지원에 1조1445억원, 과학기술과 디지털 인재 양성에 2조8427억원, 디지털 확산에 1조3046억원, 정부출연연구기관 및 지역혁신에 4조3813억원을 투입한다고 과기정통부는 설명했다.정부 전체 연구개발(R&D) 예산은 26조5000억원 규모로 정부안 대비 6217억원 늘어났지만, 여전히 올해 예산 대비 14.7% 감소해 삭감폭이 컸다.대부분 예산은 R&D 예산 삭감에 따른 연구현장의 고용불안 등 부작용 해소에 투입됐다. 기초연구 지원은 2078억원 증액됐는데, 계속과제 예산이 1430억원 늘었고 소규모 창의연구에 98억원을 새로 투입한다.정부안 기준 전년 대비 25% 줄었던 계속과제 규모는 10% 내외로 조정됐다는 게 과기정통부의 설명이다.또 보조금 성격 R&D로 규정해 대폭 감축한 기업 R&D 부작용을 막기 위해 종료과제 인건비를 한시 지원하는 데 1782억원을 투입한다.박사후연구자 전용 집단연구사업에서 450억원이 늘고, 우수 이공계 석·박사과정생 100명 내외를 지원하는 ‘대학원 대통령과학장학금’이 신설됐다. 대학원생 대상 연구장려금 지급 대상도 900명 늘어난다.출연연은 388억원을 증액해 기관 출연금 비중 낮은 출연연에 인건비 중심으로 출연금을 늘렸다. 최근 전기료 인상 등으로 어려움을 겪는 대형장비 운용 및 구축 예산도 434억원 늘었다.아울러 ▲ 슈퍼컴퓨터(40억원) ▲ 다목적방사광가속기(110억원) ▲ 중이온가속기(55억원) ▲ 수출용 신형연구로(110억원) ▲ 초전도핵융합연구장치(35억원) 등이 예산을 추가로 받았다.이외에도 지난 10월 예비타당성 조사를 통과한 달 착륙선 개발 사업(40억원)과 차세대 네트워크(6G) 산업기술개발사업(60억원) 예산이 늘었다."
98,"""교실 돌며 죽일 사람 찾아""…총기난사 아수라장 된 체코대학","프라하 한복판 카렐대서 총기난사…14명 사망·25명 부상시험 보다가 잇따른 총성·비명에 혼란



체코 프라하의 명문 카렐대에서 21일(현지시간) 총기 난사 사건이 일어나 최소 14명이 숨지고 25명이 다쳤다. 사진은 총격범을 피해 건물 난간에 숨은 사람들 모습. (로이터=연합뉴스)     체코 프라하 카렐대에서 총기 난사 사건이 21일(현지시간) 발생했다. 현장에 있던 학생 야코프 베이즈만(25)은 ""총격범은 교실을 돌아다니면서 쏠 사람을 찾고 있었다. 누군가 우리가 있는 교실의 문을 열려고 했고, 우린 불과 5분 전에 문을 잠근 상태였다""고 당시 상황을 전했다.석사과정 학생인 그는 한 교실에서 알바니아어 시험 도중 총격과 비명을 들었으며 교실 문을 잠그고 책상과 의자 등 찾을 수 있는 물건을 서둘러 닥치는 대로 동원해 문 쪽으로 밀어놨고 1시간 동안 교수와 함께 교실에 숨어 있었다고 설명했다.그는 ""총격범은 건물 내부에서 외부 발코니로 이동해 바깥쪽 사람들을 향해 총을 쏘는 것 같았다""며 ""난간 너머로 탈출하려는 사람들이 있었다""고 말했다.이어 ""처음에 총소리가 난 뒤 상황이 잠시 진정되는 듯했지만 30분 뒤에 더 많은 총격과 비명이 났다""며 ""(경찰의 도움을 받아) 밖으로 나갔을 때 주변이 온통 피투성이였다""고 전했다.AP통신과 영국 일간 가디언 등 외신에 따르면 목격자들은 프라하 카렐대 철학부에서 발생한 총기 난사 현장은 혼란과 공포 그 자체였다고 전했다. 이 대학 예술학부 학생으로 알려진 총격범의 범행으로 최소 14명이 숨지고 25명이 다쳤다고 경찰은 밝혔다.학생들이 총격을 피하기 위해 지붕 근처 난간에 매달려 웅크리고 모습이 포착되는 등 SNS(소셜미디어)에 올라온 사진들에서도 당시 급박했음을 확인할 수 있다. 당시 캠퍼스에 있던 이보 하브라네크(43)는 총성을 듣고 누군가의 장난이거나, 영화 세트장에서 나는 소리일 것이라고 생각했다며 ""프라하에서 그런 일이 일어날 수 있다는 것을 인정할 준비가 돼 있지 않았다""고 말했다.이어 ""위쪽 어디선가 굉음이 들렸고, 처음에는 폭죽일 것이라고 생각했고, 영화 촬영을 하고 있다고도 생각했다""며 그게 아니었고 무슨 일이 벌어지고 있는 게 (점점) 분명해졌다""고 덧붙였다.또 다른 목격자인 요에 힐란트(18)는 ""큰 총성을 들었지만, 별다른 생각을 못 했다""며 사람들의 비명과 사이렌에 상황의 심각성을 깨닫고 다리가 불편한 친구를 부축해 가능한 한 빨리 주변을 떠났다고 전했다.카렐대 철학부가 있는 팔라흐 광장 맞은편 루돌피눔 갤러리 관장인 페트르 네노마는 ""손에 자동 총기 같은 무기를 들고 마네수프 다리를 향해 총을 쏘는 청년을 봤다""며 체코TV에 총격범에 대해 묘사했다."
99,英·日·중남미 시청자가 많이 본 OTT 콘텐츠 3위는 한국,"방통위, '2023 해외 OTT 이용행태 및 시장조사' 발표



/자료=방송통신위원회해외 시청자들이 OTT(온라인동영상서비스) 콘텐츠 중 자국·미국 콘텐츠 다음으로 한국 콘텐츠를 선호하는 것으로 밝혀졌다. K-콘텐츠의 글로벌 위상을 확인할 수 있는 지표다. 방송통신위원회는 22일 △영국 △일본 △멕시코 △브라질 △대만 △인도네시아 △UAE(아랍에미리트)를 대상으로 실시한 '2023년 해외 OTT 이용행태 및 시장 조사' 결과를 발표했다. 영국·멕시코·브라질은 이용행태조사, 대만·인도네시아·UAE는 시장조사를 했다. 일본은 이용행태조사와 시장조사를 모두 진행했다. 보고서에 따르면 이용행태조사 대상국이었던 영국·일본·멕시코·브라질 모두 자국 콘텐츠와 미국 콘텐츠에 이어 한국 콘텐츠를 많이 시청한 것으로 나타났다. 조사 답변자 중 영국 42.5%·일본 41.3%·멕시코 61.8%·브라질 50%가 최근 1년간 시청한 한국 콘텐츠를 시청한 적 있다고 답했다.  시장조사 대상국이었던 대만과 인도네시아에서는 K-콘텐츠를 자국 콘텐츠보다 많이 시청하고 있었다. 아울러 K-팝을 비롯한 한국 문화 전반에 대한 인식이 긍정적이었다. UAE는 미국·튀르키예·인도 다음으로 한국 콘텐츠를 선호했다. 다만 대만은 최신 K-콘텐츠를 빠르게 시청하고자 하는 수요와 맞물려 유료 우회서비스 등을 이용한 불법 콘텐츠 이용률이 81.1%로 매우 높았다. 방통위는 ""대만 정부가 OTT 지원정책을 펴고 있어 불법콘텐츠 대응 전략을 함께 펼치며 시장 진출이 가능할 것""으로 분석했다. 영국은 유료 OTT 이용률이 70%로 높고 1인당 4.1개의 OTT를 구독하는 등 중복가입도 높아 OTT 시장이 사실상 포화 상태였다. 영국에서는 OTT를 혼자 시청하는 비율이 49.8%, 가족과 함께 시청하는 비율이 44.6%로 서로 비슷한 수준이었다. 일본은 유료 OTT 이용률이 37.9%로 낮고 중복가입도 1인당 2.4개 수준이었다. 반면 해지율은 54.9%로 낮아 다른 OTT로 갈아탈 가능성이 낮은 것으로 분석됐다. 일본은 70.2%의 사용자가 OTT를 혼자 시청한다고 답했다. 방통위는 ""일본은 실용주의 성향으로 저비용 OTT 점유율이 높고 자국 애니메이션·소설·웹툰 원작 콘텐츠를 선호한다""며 ""다양한 결합서비스를 통한 일본 시장 진입 방안이 유효할 것""으로 전망했다. 



/자료=방송통신위원회일본과 달리 중남미 국가인 멕시코와 브라질은 OTT를 가족과 함께 이용 중이다. 멕시코 사용자의 71.2%, 브라질 사용자의 54.4%가 가족과 함께 OTT를 시청한다고 답했다. 방통위는 ""이런 시청 행태는 중남미·스페인 등에서 제작되는 일일 연속극 '텔레노벨라' 등 가족 소재 콘텐츠 선호로 이어진다""며 ""(가족 소재가 많은) K-콘텐츠가 중남미 스페인언어권 국가로 진출하는 데 도움이 될 것""이라고 분석했다. 한편, 이번 조사는 국내 OTT 사업자의 해외 시장진출을 위한 기초자료로 활용하기 위해 진행됐다. 조사는 해외 주요 국가별 OTT 산업 동향과 이용자 특성·이용행태·콘텐츠 내용 등을 분석했다. 자세한 조사 결과는 방송통신위원회 방송통계포털에서 확인할 수 있다."
100,과기정통부 내년 예산 18.6조원·특허청 7017억원...올해 대비 감소,"[사진=과학기술정보통신부]내년도 과학기술정보통신부 예산이 18조 5625억 원으로 확정됐다. 올해 대비 1.6%(3061억 원) 감소한 것이다.이종호 과기정통부 장관은 22일 정부서울청사에서 브리핑을 열고 이 같은 내용의 과기정통부 ‘2024년도 예산 및 기금운용계획’이 국회 본회의 의결을 통해 확정됐다고 밝혔다. 국회 본회의를 거치며 당초 정부안 대비 예산이 2726억 원이 증가했다.과기정통부는 내년도 예산을 핵심 전략기술의 확보, 국제 협력‧해외 진출 지원, 과학기술‧디지털 인재 양성, 디지털 확산, 정부출연연구소 및 지역혁신 역량 제고 등 5대 분야에 중점 투자한다는 계획이다.핵심 전략기술 확보를 위해 12대 핵심전략기술에 대해 2조 4131억 원을 투입한다. 국제 협력과 해외 진출 지원에는 1조 1445억 원, 과학기술‧디지털 인재 양성 2조 8427억 원, 디지털 확산 1조 3046억 원, 출연연 및 지역혁신 역량 제고 4조 3813억 원을 지원한다.과기정통부 소관 연구개발(R&D) 예산을 포함한 정부 전체 R&D 예산은 26.5조 원 규모다. 올해 대비 약 4.6조 원 감소했다. 기존 정부안 대비는 6217억 원이 증가된 것이다. 과기정통부는 기초연구 지원(2078억 원)과 출연연 예산(388억 원), 기업 R&D(1782억 원) 등의 예산이 늘었다고 설명했다.이 장관은 “내년도 예산은 기술패권 경쟁 시대에 우리나라가 계 초일류 경쟁력과 차세대 성장동력을 확보할 수 있도록 글로벌 R&D를 확대하고 신진연구자 지원을 강화하는 등 세계최고 연구를 수행할 수 있는 연구환경을 조성하는데 중점을 뒀다”고 밝혔다.한편 특허청 내년도 예산은 7017억 원으로 확정됐다. 올해 대비 5.1%(373억 원) 감소한 것이다. 특허청은 “내년도 예산은 일반회계 전출금이 감소함에 따라 올해보다 전체 규모가 축소됐다”며 “다만 지식재산의 보호와 창출, 활용 등에 투자되는 주요사업비는 올해보다 29억 원 증가한 3647억 원으로 편성했다”고 밝혔다."
101,"[팩플] 상속세로 낸 NXC 주식, 공개매각 유찰…2대 주주 모시는 길 ‘험난’","넥슨 판교 사옥 전경. 사진 넥슨           고(故) 김정주 넥슨 창업자의 유족이 상속세로 납부(물납)한 넥슨의 지주회사 NXC의 지분이 공개 매각에서 주인을 찾지 못했다. 지주사 지분의 3분의 1로 2대 주주에 오를 수 있는 규모지만, 경영권과 의결권은 빠져있어 매력이 떨어졌다는 분석. 국내에서는 구매 수요 찾기가 쉽지 않을 것이라는 전망이 나온다.     ━  무슨 일이야     22일 한국자산관리공사가 운영하는 온라인 공매 포털사이트 ‘온비드’에 따르면, 지난 18~19일 진행된 넥슨의 지주사 NXC의 지분 29.3%(85만1968주)에 대한 공개매각이 유찰됐다. 조건에 맞는 입찰자가 나타나지 않아서다. 최초 예정가액은 4조7149억원으로 역대 물납 국세 중 최대 수준이다. 한국자산관리공사는 오는 25~26일 두 번째 입찰을 진행한 뒤, 29일 입찰 결과를 공개할 예정이다. 이 때도 입찰자가 없으면 지분 매각 방식을 수의 계약으로 바꿀 수 있다.      이날 유찰된 NXC의 지분은 김 창업자의 유가족이 지난 5월 상속세(약 6조원)로 현금 대신 납부한 것이다. NXC는 일본 도쿄 증시에 상장한 넥슨의 지분 46.57%(지난 5월 말 기준)를 보유한 지주회사. 그간 김 창업자의 부인인 유정현 NXC 이사와 두 자녀만 NXC의 지분을 보유해왔다.     ━  이걸 알아야 해     게임 업계에선 NXC 지분의 공개 매각을 두고 조심스러운 반응을 보여왔다. 지분 가격 대비 매입의 실효성이 떨어진다는 이유에서다. 단숨에 NXC의 2대 주주에 오를 수 있지만, 경영권을 넘겨받을 수는 없기 때문. 현재 NXC의 최대 주주는 지분율 34%를 가진 유 이사. 3대 주주에 오른 두 자녀(각각 지분율 17.49%)와 가족 회사 등의 지분을 합치면 NXC의 전체 지분의 약 70%가 유가족 몫이다.       익명을 요구한 국내 대형 게임업체 관계자는 “게임업계에선 경영권이 없는 NXC의 지분 가격이 예상보다 과도하게 높다는 반응이 많다”고 말했다.     ━  해외 큰 손 나설까     온비드 공고문에 따르면, 공개 매각 입찰 참가 자격은 ‘국유재산 입찰 참가자 준수 규칙’상 자격 제한에 해당하지 않으면 누구나 참여할 수 있다. 외국인도 공개매수에 참여할 수 있는 것. 일각에서는 중국의 최대 게임업체 텐센트와 사우디아라비아의 국부펀드(PIF) 등이 NXC의 지분을 사들일 수 있다는 전망을 내놓고 있다. 실제로 PIF는 넥슨의 지분 10.23%(지난 6월 말 기준)를 보유한 4대 주주다.       국내 대형 게임사 관계자는 “회사 지분 매입 자체가 인수자와 피인수자의 ‘피를 섞는 것’이라는 인식이 있다”며 “게임업계 입장에선 ‘조(兆)’ 단위의 가격을 비교적 손쉽게 낼 수 있는 해외 거대 자본이 한국에 침투할 수 있는 상황을 달갑지 않아 하는 분위기”라고 말했다."
102,국가 R&D 예산 4조6000억 삭감… 기초연구지원은 2000억 늘었다,"26조5000억… 올해보다 14.8%↓안정적 연구 위해 연구비 삭감 최소 



  [파이낸셜뉴스] 2024년도 국가 연구개발(R&D) 예산이 26조5000억원으로 확정됐다.   국회는 21일 본회의를 열고 내년도 예산안을 의결함으로써 국가 R&D 예산은 올해보다 14.8% 줄었다. 당초 윤석열 정부가 제출한 R&D 예산안보다 국회에서 6217억원을 증액했지만 올해 31조1000억원보다 4조6000억원이 줄었다.   증액 부문은 대학원생 연구자들과 박사후연구원들의 고용불안 해소를 위한 기초연구 지원에 약 2000억원이 늘었다. 또 기업 R&D 지원에 1782억원을 추가했다. 이외에도 차세대·원천기술과 출연연구기관, 첨단 연구장비 등에도 예산을 늘렸다. 반면 글로벌 R&D 예산은 정부안 대비 1000억원 줄여 1조7000억원으로 확정했다.    ■학생연구원 위해 2000억 추가 과학기술정보통신부에 따르면 이번 증액 예산 중 가장 많이 늘어난 분야는 기초연구 지원으로 2078억원이 증액됐다.   연구자들이 안정적 연구를 수행할 수 있도록 계속과제의 연구비 삭감을 최소화했다. 우수연구 지원과 집단연구 지원과 같은 수월성 과제를 정부안 대비 450억원 증액해 삭감률을 24%에서 10%로 낮췄다. 또 기본연구 과제비는 정부안보다 974억원 늘려 삭감률을 40%에서 20%로 조정했다.   과기정통부 관계자는 ""계약직 형태로 매년 계약을 갱신하면서 연구과제에 참여하고 있는 대학원생 연구자들과 박사후연구원들의 인력 구조조정과 연구비 감소를 최소화하기 위함""이라고 설명했다. 추가로 박사후연구자 전용 집단연구사업도 신설하는 등 신진연구자와 중견연구자 지원 예산도 450억원 늘려 잡았다. 이 예산항목은 젊고 유능한 연구자가 도전적 연구를 통해 박사후연구원과 정착지원, 신진연구 등 글로벌 인재로 성장할 수 있도록 성장 단계별로 지원한다.    ■기업 R&D도 1782억원 증액 그 다음으로 정부안에서 삭감이 컸던 기업 R&D 지원을 1782억원 증액했다.   시제품 개발·상용화 지원 등 보조금 성격 R&D 감축에 따라 매몰비용 발생, 연구인력의 고용불안 등 우려가 제기됨에 따라 종료과제 내 인건비를 한시 지원하고 잔여사업비는 초저리 융자사업으로 전환해 계속과제를 지원한다. 차세대·원천기술 개발도 정부안보다 336억원 추가했다. 지난 10월 예비타당성조사를 통과한 달착륙선 개발 사업과 6세대(6G) 이동통신 분야 기술개발사업, 그리고 차세대 모빌리티(K-UAM) 기술개발 등이 포함됐다.   출연연구기관의 안정적 연구지원을 위한 예산도 388억원 확충했다. 출연연구기관의 안정적 운영이 이뤄짐으로써 고유목적 연구에 집중할 수 있도록 하기 위함이다. 특히 정부 수탁과제 비중이 큰 출연연구기관에 대해서는 인건비 직접 출연을 확대했다. 성과 중심의 개편에 따른 주요 사업비 감축으로 비정규직 고용불안과 수탁과제 경쟁이 가중될 우려가 제기됐다."
103,‘오픈AI 라이벌’ 앤스로픽 1조원 펀딩 추진…기업가치 24조원,"챗GPT 개발사 오픈AI의 경쟁자인 앤스로픽(Anthropic)이 1조원 규모의 자금 조달을 추진 중이라고 CNBC 방송이 소식통을 인용해 21일(현지시간) 보도했습니다. 소식통은 실리콘밸리 벤처캐피털 생태계의 한 주축을 이루는 멘로 벤처스(Menlo Ventures) 주도로 앤스로픽이 7억5천만 달러(9천765억원) 규모의 자금 조달을 협의 중이라고 전했습니다. 이는 지난 4월과 5월 두 차례에 걸쳐 총 7억5천만 달러를 조달한 지 7∼8개월 만입니다. 이 스타트업은 이번 펀딩에서 최대 184억 달러(23조9천568억원)의 시장 가치를 평가받고 있다고 이 소식통은 설명했습니다. 이는 올해 초 앤스로픽이 받았던 평가액 41억 달러의 약 4.5배에 달합니다. 오픈AI의 시장 가치 860억 달러(111조9천720억원)의 약 5분의 1 수준입니다. 앤스로픽은 2021년 오픈AI 연구 부문 부사장 출신의 다리오 아모데이와 안전 및 정책 담당 부사장 출신인 그의 여동생 다니엘라 아모데이 등 오픈AI 출신이 주축이 돼 설립했는데 생성형 AI인 클로드2를 개발해 챗GPT와 경쟁하고 있습니다. 지난 10월 구글이 20억 달러를 투자하기로 합의했으며, 9월에는 세계 최대 전자상거래 업체 아마존이 최대 40억 달러를 투자하기로 한 바 있습니다. 클로드2는 책 한 권의 분량에 해당하는 약 7만5천 개의 단어를 요약할 수 있습니다. 챗GPT는 3천개 단어를 요약할 수 있습니다. 머신러닝 모니터링 플랫폼 아서 AI(Arthur AI)의 연구에 따르면 클로드2는 오픈AI의 챗GPT 등 다른 챗봇보다 자신이 무엇을 알고 모르는지를 정확하게 알고 지원할 수 있는 학습 데이터가 있는 질문에만 답변하는 '자기 인식' 부문에서 가장 뛰어난 것으로 나타났습니다.[사진 출처 : 로이터=연합뉴스]■ 제보하기▷ 전화 : 02-781-1234, 4444▷ 이메일 : kbs1234@kbs.co.kr▷ 카카오톡 : 'KBS제보' 검색, 채널 추가▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!"
